"DIOGENES_FOOD_CODE","COUNTRY_FOOD_CODE","FOODNAME","ENGLISH_TRANS","DIOGENES_FOOD_GRP","CHO_100G.","GI_VAL","GL","GI_CAT","SOURCE_1","SOURCE_2","COMMENT","COUNTRY"
409,"4660005SK00000003004","lineck<e9> tren<e9> s marmel<e1>dou","Cake  Lineck<e9>  With Marmalade",5.2,51.06,45,23,"4",NA,NA,"","CZECH"
410,"4660001SK00000003004","biskupsk<fd> chleb<ed><e8>ek","Cake  With Dried Fruits. Nuts ",5.2,46.93,45,21,"4",NA,NA,"","CZECH"
411,"4643016SK00000003004","maslov<e9> bratislavsk<e9> ro<9e>ky orechov<e9>","Walnut Butter Rolls",5.2,45.32,45,20,"4",NA,NA,"","CZECH"
414,"4643025SK00000003004","slivkov<fd> pern<ed>k","Plum Gingerbread",5.2,59.84,63,38,"4",NA,NA,"","CZECH"
416,"4643022SK00000003004","princezky s k<e1>vovou n<e1>pl<f2>ou","Wafers With Coffee Filling ",5.2,67.8,77,52,"3","5",NA,"vanilla wafer biscuits","CZECH"
419,"4650011SK00000003004","maslov<e9> su<9a>ienky ""Club""","Butter Cookies  Club ",5.2,70.4,63,44,"3","1",NA,"based on other biscuits","CZECH"
420,"4650006SK00000003004","Tatranky","Chocolate Biscuit ",5.2,54.8,77,42,"3","5",NA,"vanilla wafer biscuits","CZECH"
421,"4650005SK00000003004","Horalky","Peanut Biscuit ",5.2,55,77,42,"3","5",NA,"vanilla wafer biscuits","CZECH"
422,"4650014SK00000003004","Trocke kreker","Cracker ",5.2,54.8,70,38,"5",NA,NA,"","CZECH"
427,"3410056SK00000003033","varen<e9> zemiaky v <9a>upe","Potatoes With Skin. Boiled",16.1,20.6,85,18,"4",NA,NA,"","CZECH"
429,"4740002SK00000003004","repn<fd> cukor rafinovan<fd>","Beet Refined Sugar",7.1,99.85,58,58,"2","1",NA,"","CZECH"
430,"4740003SK00000003004","trstinov<fd> cukor","Cane Sugar",7.1,98.97,58,57,"2","1",NA,"","CZECH"
431,"4750001SK00000003000","med v<e8>el<ed>","Bee Honey",7.1,81.7,55,45,"2","1",NA,"","CZECH"
432,"4761019SK00000003004","<e8>okol<e1>da mlie<e8>na","Milk Chocolate",9.1,54.66,43,24,"2","1",NA,"","CZECH"
433,"4761020SK00000003004","<e8>okol<e1>da mlie<e8>no-orie<9a>kov<e1>","Milk And Nut Chocolate",9.1,47.4,33,16,"3","1",NA,"based on M&M peanuts","CZECH"
435,"4761010SK00000003004","smotanovo-k<e1>vov<e1> <e8>okol<e1>da ""Bona""","Cream And Coffee Chocolate  Bona ",9.1,58.38,45,26,"4","1",NA,"","CZECH"
436,"4761022SK00000003004","<e8>okol<e1>da na varenie","Chocolate For Cooking / Baking",9.1,62.82,45,28,"4","1",NA,"","CZECH"
437,"4761005SK00000003004","ma<e8>acie jaz<fd><e8>ky","Chocolate Sticks  Ma<e8>acie Jaz<fd><e8>ky ",9.1,54.9,43,24,"3","1",NA,"milk chocolate","CZECH"
438,"4761015SK00000003004","<e8>okol<e1>da ""Rumba""","Chocolate With Rum Creme  Rumba ",9.1,59.13,45,27,"4",NA,NA,"","CZECH"
443,"4761002SK00000003004","cukr<ed>ky k<e1>vov<e9> zrn<e1>","Chocolate Bonbons With Coffee Filling",9.1,65.9,45,30,"4","1",NA,"based on chocolate","CZECH"
452,"4762004SK00000003054","mlie<e8>ne karamelky s k<e1>vovou pr<ed>chu<9d>ou","Milk Toffees With Coffee Flavour",8.1,81.6,70,57,"5",NA,NA,"","CZECH"
453,"4762013SK00000003004","<9e>el<e9> cukr<ed>ky","Jelly Beans",8.1,79,78,62,"3","1",NA,"Same as jelly babies","CZECH"
456,"4762008SK00000003004","ovocn<e9> cukr<ed>ky kysl<e9>","Fruit Sour Drops",8.1,94,78,73,"3","5",NA,"based on licorice/winegums","CZECH"
458,"4762001SK00000003034","tvrd<e9> cukr<ed>ky Bon ami lime","Hard Fruit Sweet Candies  Bon Ami Lime ",8.1,97.6,78,76,"3","5",NA,"based on licorice/winegums","CZECH"
460,"4762014SK00000003054","cukr<ed>ky ovocn<e1> zmes","Hard Fruit Candies / Bonbons",8.1,97.5,78,76,"3","5",NA,"based on licorice/winegums","CZECH"
461,"4762006SK00000003004","medovky","Honey Candies / Drops",8.1,94.7,78,74,"3","5",NA,"based on licorice/winegums","CZECH"
462,"4761017SK00000003004","<e8>okol<e1>da hork<e1>","Plain / Dark Chocolate",9.1,58.56,45,26,"4","1",NA,"milk chocolate","CZECH"
463,"4761018SK00000003004","<e8>okol<e1>da mand<be>ov<e1>","Almond Chocolate",9.1,52,33,17,"3","1",NA,"based on M&M peanuts","CZECH"
464,"4761016SK00000003004","<e8>okol<e1>da horko-mlie<e8>na","Half Plain / Dark And Half Milk Chocolate",9.1,54.87,43,24,"3","1",NA,"milk chocolate","CZECH"
467,"4733001SK00000003004","krekery z l<fa>pan<fd>ch zemiakov","Potato Crackers",32.2,79.31,70,56,"5",NA,NA,"","CZECH"
469,"4732005SK00000003004","pudingov<fd> pr<e1><9a>ok vanilkov<fd>","Vanilla Pudding Powder",31.4,86.57,68,59,"3",NA,NA,"based on sugar","CZECH"
470,"4822015SK00000003004","d<9e>emy-priemer","Jam - Average",7.1,60.25,51,31,"3","5",NA,"strawberry jam","CZECH"
478,"6240020SK00000003004","<9a><9d>ava z <e8>erven<fd>ch r<ed>bezl<ed>","Juice Red Currant",19.2,11.5,63,7,"4",NA,NA,"","CZECH"
479,"4824010SK00000003004","sirup z <e8>erven<fd>ch r<ed>bezl<ed>","Red Currant Syrup",19.2,66.25,66,44,"3","1",NA,"made up cordial","CZECH"
482,"4822011SK00000003004","d<9e>em z <e8>iernych r<ed>bezl<ed>","Black Currant Jam",7.1,66,51,34,"3","5",NA,"strawberry jam","CZECH"
492,"4831004SK00000003004","mrazen<e9> maliny sladen<e9>","Raspberries With Sugar. Frozen",17.3,23.2,45,10,"4",NA,NA,"","CZECH"
493,"4822006SK00000003004","d<9e>em malinov<fd>","Raspberry Jam",7.1,58.33,51,30,"3","5",NA,"strawberry jam","CZECH"
496,"4822020SK00000003004","marmel<e1>da malinov<e1>","Raspberry Marmalade",7.1,63.83,51,33,"3","5",NA,"strawberry jam","CZECH"
503,"4821009SK00000003004","komp<f3>t jahodov<fd>","Strawberry Canned Fruit",17.3,21.06,45,9,"4",NA,NA,"","CZECH"
504,"4831001SK00000003004","mrazen<e9> jahody","Strawberries Frozen",17.1,8,40,3,"3",NA,NA,"based on strawberry","CZECH"
509,"4822019SK00000003004","marmel<e1>da jahodov<e1>","Strawberry Marmalade",7.1,63.5,51,32,"3","5",NA,"strawberry jam","CZECH"
514,"4821002SK00000003004","komp<f3>t brosky<f2>ov<fd>","Peach Canned Fruit",17.3,19.97,55,11,"2","1",NA,"","CZECH"
515,"4822031SK00000003004","d<9e>em brosky<f2>ov<fd>","Peach Jam",7.1,65.9,51,34,"3","5",NA,"strawberry jam","CZECH"
517,"4840008SK00000003004","su<9a>en<e9> marhule","Apricots Dried",17.2,67.19,32,22,"2","5",NA,"","CZECH"
518,"4821013SK00000003004","komp<f3>t marhu<be>ov<fd>","Apricot Canned Fruit",17.3,20.5,45,9,"4",NA,NA,"","CZECH"
521,"4823007SK00000003004","pretlak marhu<be>ov<fd>","Apricot Purre",17.3,8.76,63,6,"4","1",NA,"based on aprocots","CZECH"
523,"4822021SK00000003004","marmel<e1>da marhu<be>ov<e1>","Apricot Marmalade",7.1,63.8,51,33,"3","5",NA,"strawberry jam","CZECH"
524,"4821020SK00000003104","komp<f3>t <e8>ere<9a><f2>ov<fd>","Cherry Canned Fruit",17.3,17.99,45,8,"4",NA,NA,"","CZECH"
533,"4840009SK00000003004","su<9a>en<e9> slivky","Plums Dried",17.2,75.01,41,31,"3",NA,NA,"Based on dried mixed fruit","CZECH"
534,"4821016SK00000003104","komp<f3>t slivkov<fd>","Plum Canned Fruit",17.3,20.69,39,8,"3","1",NA,"based on raw plums","CZECH"
541,"4840006SK00000003004","su<9a>en<e9> hru<9a>ky","Pears Dried",17.2,71.33,43,31,"2","5",NA,"","CZECH"
544,"4821008SK00000003004","komp<f3>t jablkov<fd>","Apple Canned Fruit",17.3,21.15,45,10,"4",NA,NA,"","CZECH"
547,"6240014SK00000003004","<9a><9d>ava jablkov<e1>","Juice Apple",19.2,11.93,40,5,"2","1",NA,"","CZECH"
563,"4821012SK00000003004","komp<f3>t mandar<ed>nkov<fd>","Mandarine Canned Fruit",17.3,16.61,45,7,"4",NA,NA,"","CZECH"
566,"6240018SK00000003004","<9a><9d>ava pomaran<e8>ov<e1>","Juice Orange",19.2,9.3,52,5,"2","1",NA,"","CZECH"
568,"4824008SK00000003004","sirup pomaran<e8>ov<fd>","Orange Syrup",19.2,66.4,66,44,"3","1",NA,"made up cordial","CZECH"
572,"4840003SK00000003004","hrozienka","Grape Dried / Raisins",17.2,71.32,64,46,"2","5",NA,"","CZECH"
576,"4821001SK00000003004","komp<f3>t anan<e1>sov<fd>","Pineapple Canned Fruit",17.3,21.13,45,10,"4","1",NA,"based on raw pineapple","CZECH"
577,"6240009SK00000003004","<9a><9d>ava anan<e1>sov<e1>","Juice Pineapple",19.2,14.15,46,7,"3","1",NA,"pineapple juice unsweatened","CZECH"
578,"4840001SK00000003054","ban<e1>ny su<9a>en<e9>","Bananas Dried",17.2,88.3,52,46,"3","5",NA,"based on banana","CZECH"
579,"4960001SK00000003004","kvasen<e1> / kysl<e1> kapusta","Sauerkraut",15.1,3.73,45,2,"4",NA,NA,"","CZECH"
580,"4930010SK00000003004","sterilizovan<e1> kapusta","Cabbage Sterilized",15.1,4.01,45,2,"4",NA,NA,"","CZECH"
582,"4930012SK00000003004","sterilizovan<e1> kapusta <e8>erven<e1>","Cabbage Red Sterilized",15.1,18,45,8,"4",NA,NA,"Based in pickled beetroot","CZECH"
587,"4930020SK00000003004","sterilizovan<e1> <e8>erven<e1> repa","Beetroot Sterilized",15.1,7.7,64,5,"2","1",NA,"","CZECH"
597,"4960007SK00000003004","nakladan<e9> uhorky","Cucumbers Pickled",15.1,2.59,45,1,"4",NA,NA,"","CZECH"
598,"4960005SK00000003004","nakladan<e1> zeleninov<e1> zmes","Vegetable Mixture Pickled",15.1,5.2,45,2,"4",NA,NA,"","CZECH"
606,"4940003SK00000003004","mrazen<e1> mrkva","Carrots Frozen",15.1,12.34,47,6,"3","1",NA,"based on carrots raw or cooked or canned","CZECH"
607,"4940011SK00000003004","mrazen<fd> hr<e1><9a>ok s karotkou","Green Peas With Carrots Frozen",15.1,10.75,45,5,"4","1",NA,"based on peas and carrots","CZECH"
608,"4940006SK00000003004","mrazen<e1> zeleninov<e1> zmes jarn<e1>","Vegetable Spring Mixture Frozen",15.1,9.6,45,4,"4",NA,NA,"","CZECH"
614,"4930006SK00000003004","pretlak raj<e8>inov<fd> / paradajkov<fd> sterilizovan<fd>","Tomato Purre / Sauce Sterilized",15.1,23.71,45,11,"4",NA,NA,"","CZECH"
615,"6240019SK00000003004","<9a><9d>ava raj<e8>inov<e1> / paradajkov<e1>","Juice Tomato",15.1,3.98,38,2,"2","5",NA,"","CZECH"
619,"4960003SK00000003004","nakladan<e1> paprika","Pepper Pickled",15.1,2.2,45,1,"4",NA,NA,"","CZECH"
623,"4930007SK00000003004","sterilizovan<e1> cibu<be>ka","Onion Sterilized",15.1,9.7,45,4,"4",NA,NA,"","CZECH"
625,"4940002SK00000003004","mrazen<e1> kukurica","Maize Sweet (Sweetcorn) Frozen",15.1,14.95,55,8,"2","1",NA,"","CZECH"
626,"5300001SK00000003004","dro<9e>die lisovan<e9>","Yeast Compressed",32.1,8.02,70,6,"5",NA,NA,"","CZECH"
627,"5300002SK00000003004","dro<9e>die pivovarsk<e9> su<9a>en<e9>","Brewer S Yeast Dried",32.1,34.03,70,24,"5",NA,NA,"","CZECH"
628,"4920002SK00000003000","hr<ed>b smrekov<fd>","Boletus",15.1,4.47,70,3,"5",NA,NA,"","CZECH"
632,"4920003SK00000003000","<9a>ampi<f2><f3>ny","Champignons",15.1,3,45,1,"4",NA,NA,"","CZECH"
634,"4740004SK00000003004","vanilkov<fd> cukor","Vanilla Sugar",7.1,99.65,68,68,"3","1",NA,"sugar","CZECH"
637,"5500023SK00000003004","ocot kvasn<fd>","Vinegar Fermentative",32.1,0.35,70,0,"5",NA,NA,"","CZECH"
652,"5400028SK00000003004","<9a>korica","Cinnamon",32.1,79.55,70,56,"5",NA,NA,"","CZECH"
672,"5500003SK00000003034","cesnakov<e1> pasta 50%","Garlic Paste 50%",32.1,12.52,45,6,"4",NA,NA,"","CZECH"
675,"5500010SK00000003004","hor<e8>ica","Mustard",32.1,13.94,70,10,"5",NA,NA,"","CZECH"
676,"5500013SK00000003004","ke<e8>up","Ketchup",32.1,24.75,70,17,"5",NA,NA,"","CZECH"
677,"5630001SK00000003000","<e8>aj zelen<fd>","Green Tea (Leaves Not The Drink)",20.1,13.6,70,10,"5",NA,NA,"","CZECH"
678,"5630002SK00000003004","<e8>aj <e8>ierny","Black Tea (Leaves Not The Drink)",20.1,55.7,70,39,"5",NA,NA,"","CZECH"
679,"5610003SK00000003004","kakaov<fd> pr<e1><9a>ok","Cocoa Powder",20.2,43.53,45,20,"4","1",NA,"based on chocolate","CZECH"
680,"5620001SK00000003004","k<e1>va pra<9e>en<e1>","Coffee Roasted (Powder)",20.1,64.5,70,45,"5",NA,NA,"","CZECH"
702,"6210020SK00000003004","limon<e1>da-priemer","Lemonade - Average",19.2,7.7,63,5,"4","1",NA,"based on other fizzy drinks","CZECH"
704,"6210015SK00000003004","limon<e1>da dia-priemer","Dia Lemonade - Average",19.2,3,45,1,"4",NA,NA,"","CZECH"
705,"6210005SK00000003004","limon<e1>da dia citr<f3>n","Dia Lemonade Lemon",19.2,3,45,1,"4",NA,NA,"","CZECH"
707,"6240002SK00000003034","ovocn<e1> <9a><9d>ava a mu<9a>t-priemer","Fruit Juice And Must - Average",19.2,10.5,63,7,"4","2",NA,"based on other fizzy drinks","CZECH"
709,"6240004SK00000003004","mu<9a>t jablkov<fd>","Must Apple",19.2,10.7,40,4,"3","1",NA,"juice apple","CZECH"
712,"6240007SK00000003004","ovocn<e1> dre<f2>ov<e1> <9a><9d>ava (d<9e><fa>s)-priemer","Fruit Pulp Juice - Average",19.2,10.3,63,6,"4","3",NA,"based on other fizzy drinks","CZECH"
716,"6270002SK00000003004","Coca-cola","Coca Cola",19.2,10.5,58,6,"2","1",NA,"","CZECH"
721,"6300001SK00000003004","pivo-priemer","Beer - Average",21.1,3.9,70,3,"5",NA,NA,"","CZECH"
723,"6310005SK00000003004","pivo svetl<e9> 7% 2.2% obj.","Light Beer 7%",21.1,3.4,70,2,"5",NA,NA,"","CZECH"
725,"6310001SK00000003004","pivo svetl<e9> 10% 3.9% obj.","Light Beer 10%",21.1,3.7,70,3,"5",NA,NA,"","CZECH"
726,"6320001SK00000003004","pivo tmav<e9> 10% 3.7% obj.","Dark Beer 10%",21.1,3.93,70,3,"5",NA,NA,"","CZECH"
727,"6310007SK00000003004","pivo svetl<e9> dia 5.0% obj.","Dia Light Beer 5%",21.1,2.5,70,2,"5",NA,NA,"","CZECH"
728,"6310003SK00000003004","pivo svetl<e9> 12% 4.5% obj.","Light Beer 12%",21.1,4.24,70,3,"5",NA,NA,"","CZECH"
729,"6320003SK00000003004","pivo tmav<e9> 12% 4.0% obj.","Dark Beer 12%",21.1,4.8,70,3,"5",NA,NA,"","CZECH"
730,"6310008SK00000003004","pivo svetl<e9> 11%","Light Beer 11%",21.1,4,70,3,"5",NA,NA,"","CZECH"
731,"6320002SK00000003004","pivo tmav<e9> 11%","Dark Beer 11%",21.1,4.3,70,3,"5",NA,NA,"","CZECH"
735,"6420003SK00000003004","v<ed>no <e8>erven<e9>","Red Wine",22.1,2.8,70,2,"5",NA,NA,"","CZECH"
736,"6430001SK00000003004","v<ed>no <9a>umiv<e9> (sekt)","Sparkling Wine",22.1,7.9,70,6,"5",NA,NA,"","CZECH"
737,"6440001SK00000003004","v<ed>no dezertn<e9> (vermut)","Vermouth",22.1,13.7,70,10,"5",NA,NA,"","CZECH"
752,"4820029SK00000003034","jablkov<e9> pyr<e9> s marhu<be>ami","Apple Pur<e9>e With Apricots",17.3,20.55,45,9,"4",NA,NA,"","CZECH"
768,"4930002SK00000003034","DV-zeleninovo-m<e4>sov<e1> zmes","Baby Food - Vegetables With Meat Pur<e9>e",15.3,7.47,45,3,"4",NA,NA,"","CZECH"
772,"4643033SK00000003004","pizza romagna syrovo-<9a>unkov<e1>","Pizza  Romagna  With Ham And Cheese",5.1,30.4,51,16,"2","1",NA,"mean of 5 flavours","CZECH"
775,"5610004SK00000003004","kakaov<fd> pr<e1><9a>ok 12%-n<fd>","Cocoa Powder 12%",20.2,52.3,45,24,"4","1",NA,"based on chocolate","CZECH"
776,"5500005SK00000003054","dextr<ed>n","Dextrine",32.1,100,99,99,"3","1",NA,"based om glucose","CZECH"
778,"3332066SK00000003033","ka<9a>a z ovsen<fd>ch vlo<e8>iek","Oat Flakes Pudding",31.4,20.36,63,13,"4","5",NA,"based on oat flake porridge","CZECH"
782,"3260012SKM0000003033","polievka zeleninov<e1>","Vegetable Soup",32.3,10.06,45,5,"4",NA,NA,"","CZECH"
783,"3320050SK00000003033","zemiakov<e9> placky s m<e4>som","Potato Pancakes With Meat",16.2,41.63,63,26,"4",NA,NA,"","CZECH"
788,"3230004SKDL000003033","polievka hrachov<e1>","Pea Soup",14.1,14.3,45,6,"4",NA,NA,"","CZECH"
791,"4520010SK00000003004","s<f3>jov<e9> karbon<e1>tky","Soyaburger",14.1,16.78,63,11,"4",NA,NA,"","CZECH"
793,"4733003SK00000003004","zemiakov<e9> lupienky","Potato Crisps",32.2,52.8,54,29,"2","5",NA,"mean of 2 values","CZECH"
794,"4650007SK00000003054","cere<e1>lna ty<e8>inka sezamov<e1>","Cereal Sticks With Sesame",5.2,46.5,70,33,"5",NA,NA,"","CZECH"
795,"4520016SK00000003004","s<f3>ja pra<9e>en<e1>","Soya Roasted",14.1,32.72,70,23,"5",NA,NA,"","CZECH"
796,"4660006SK00000003004","kr<e9>mov<fd> pi<9a>k<f3>tov<fd> z<e1>kusok","Sponge Cake With Creme",5.2,63.9,45,29,"4",NA,NA,"based on sponge cake and creme","CZECH"
801,"4520012SK00000003004","s<f3>jov<fd> jogurt","Soya Yogurt",31.2,3.9,50,2,"3","5",NA,"soy yoghurt, peach and mango","CZECH"
802,"3310118SK00000003033","brav<e8>ov<e9> na <e8><ed>nsky sp<f4>sob","Pork Chinese. Stewed",24.2,7.2,53,4,"3","2",NA,"","CZECH"
813,"3260008SK00000003033","polievka karfiolov<e1> kr<e9>mov<e1>","Cauliflower Creamy Soup",15.2,3.81,45,2,"4",NA,NA,"","CZECH"
815,"3332065SK00000003033","<9e>em<be>ovka s tvarohom a jablkami","Bread Pudding With Curds And Apples (Apple Brown Betty)",5.2,32.44,63,20,"4",NA,NA,"","CZECH"
816,"3220002SK00000003033","polievka kuracia","Chicken Soup",25.2,2.17,45,1,"4",NA,NA,"","CZECH"
820,"6270007SK00000003033","k<e1>va rozpustn<e1>. bez cukru. n<e1>poj","Coffee Instant Sugar Free. Drink",20.1,0.4,70,0,"5",NA,NA,"","CZECH"
821,"6270011SK00000003004","<e8>aj. n<e1>poj bez cukru","Tea Sugar Free. Drink",20.1,0.3,70,0,"5",NA,NA,"","CZECH"
825,"3610006SKM<8a>000003033","<e8>aj s mliekom. n<e1>poj","Tea With Milk. Drink",20.1,8.13,45,4,"4",NA,NA,"based on dairy products","CZECH"
826,"3610007SKM<8a>000003033","mlieko karamelov<e9>. n<e1>poj","Caramel Milk",29.1,8.86,45,4,"4",NA,NA,"","CZECH"
827,"3610008SKM<8a>000003033","kakao. n<e1>poj","Chocolate Milk",29.1,9.55,41,4,"2","1",NA,"","CZECH"
831,"4650016SK00000003004","<e8>ajov<e9> su<9a>ienky kokosov<e9>","Tea Cookies With Grated Coconut",5.2,65.19,63,41,"4",NA,NA,"","CZECH"
832,"3260003SKM<8a>000003033","polievka cesnakov<e1> so <9e>em<be>ou","Garlic Soup With Roasted Bun",32.3,8.54,45,4,"4",NA,NA,"","CZECH"
833,"3260006SKM<8a>000003033","polievka cibu<be>ov<e1> so zemiakmi","Onion Soup With Potatoes",32.3,7.73,63,5,"4",NA,NA,"","CZECH"
837,"3220015SKM<8a>000003033","polievka hov<e4>dzia s m<e4>som","Beef Soup With Meat",32.3,1.61,45,1,"4",NA,NA,"","CZECH"
838,"3220017SKM<8a>000003033","polievka hov<e4>dzia s m<e4>sov<fd>mi knedli<e8>kami","Beef Soup With Meat Dumplings",32.3,2.76,63,2,"4",NA,NA,"","CZECH"
844,"3220027SKM<8a>000003033","polievka z kyslej kapusty s m<e4>som a zemiakmi","Sauerkraut Soup With Pork Meat And Potatoes",32.3,3.73,63,2,"4",NA,NA,"","CZECH"
845,"3220028SKM<8a>000003033","polievka z kyslej kapusty s m<e4>som a zeleninou","Sauerkraut Soup With Pork Meat And Vegetables",32.3,3.14,45,1,"4",NA,NA,"","CZECH"
846,"3260030SKM<8a>000003033","polievka kapustov<e1> s raj<e8>inov<fd>m / paradajkov<fd>m pretlakom","Cabbage Soup With Tomato Puree",32.3,5.55,45,2,"4",NA,NA,"","CZECH"
848,"3260032SKM<8a>000003033","polievka kapustov<e1> so zemiakmi","Cabbage Soup With Potatoes",32.3,4.33,63,3,"4",NA,NA,"","CZECH"
850,"3240037SKM<8a>000003033","polievka krupicov<e1> s vajcom","Semolina Soup With Egg",32.3,2.99,45,1,"4",NA,NA,"","CZECH"
853,"3260044SKM<8a>000003033","polievka p<f3>rov<e1> so zemiakmi","Leek Soup With Potatoes",32.3,5.8,63,4,"4",NA,NA,"","CZECH"
854,"3220046SKM<8a>000003033","polievka rag<fa>","Pork Ragout Soup",32.3,3.26,45,1,"4",NA,NA,"","CZECH"
856,"3260048SKM<8a>000003033","polievka raj<e8>inov<e1> / paradajkov<e1> s ry<9e>ou","Tomato Soup With Rice",32.3,6.87,45,3,"4",NA,NA,"","CZECH"
857,"3220050SKM<8a>000003033","polievka rybacia so zeleninou","Fish Soup With Vegetables",32.3,3.87,45,2,"4",NA,NA,"","CZECH"
858,"3220053SKM<8a>000003033","polievka slepa<e8>ia","Hen Soup",32.3,1.69,45,1,"4",NA,NA,"","CZECH"
861,"3230062SKM<8a>000003033","polievka <9a>o<9a>ovicov<e1> mlie<e8>na","Milk Lentil Soup",14.1,4.8,45,2,"4",NA,NA,"","CZECH"
862,"3260063SKM<8a>000003033","polievka zeleninov<e1> s dro<9e><ef>ov<fd>mi halu<9a>kami","Vegetable Soup With Yeast Gnocchi",32.3,3.37,45,2,"4",NA,NA,"","CZECH"
865,"3260069SKM<8a>000003033","polievka zemiakov<e1> s paprikou","Potato Soup With Pepper",32.3,7.2,63,5,"4",NA,NA,"","CZECH"
866,"3260071SKM<8a>000003033","polievka zemiakov<e1> kysl<e1>","Sour Potato Soup",32.3,5.22,63,3,"4",NA,NA,"","CZECH"
867,"3220012SKM<8a>000003033","polievka gul<e1><9a>ov<e1>","Goulash Soup",32.3,5.36,45,2,"4",NA,NA,"","CZECH"
868,"3610003SKM<8a>000003033","<e8>aj ovocn<fd>. n<e1>poj","Fruit Tea. Drink",19.1,2,70,1,"5",NA,NA,"","CZECH"
875,"3310010SKM<8a>000003033","brav<e8>ov<e9> m<e4>so pe<e8>en<e9>","Pork. Roasted",24.2,0.54,70,0,"5",NA,NA,"","CZECH"
881,"3310022SKM<8a>000003033","brav<e8>ov<e9> m<e4>so na <9a>ampi<f2><f3>noch","Pork With Mushrooms. Stewed",24.2,3.96,53,2,"3","2",NA,"based on beef casserole","CZECH"
885,"3310030SKM<8a>000003033","brav<e8>ov<fd> gu<be><e1><9a>","Pork Goulash",24.2,5.49,53,3,"3",NA,NA,"","CZECH"
886,"3310031SKM<8a>000003033","brav<e8>ov<fd> gu<be><e1><9a> seged<ed>nsky","Pork Goulash  Segedin  (Sauerkraut. Cream)",24.2,6.18,53,3,"3",NA,NA,"","CZECH"
887,"3310033SKM<8a>000003033","brav<e8>ov<fd> reze<f2> pr<ed>rodn<fd>","Pork Cutlet. Stewed",24.2,2.44,53,1,"3","2",NA,"based on beef casserol","CZECH"
888,"3310034SKM<8a>000003033","brav<e8>ov<fd> reze<f2> vypr<e1><9e>an<fd>","Pork Cutlet In Breadcrumbs. Fried",24.2,27.9,46,13,"3",NA,NA,"","CZECH"
890,"4643002SK00000003034","cere<e1>lne mu<9a>li<e8>ky s <e8>okol<e1>dou VEPY","Cereal Shells With Chocolate  Vepy ",2.1,81.66,70,57,"5",NA,NA,"","CZECH"
892,"4643032SK00000003004","cere<e1>lne <9a>koricov<e9> mu<9a>li<e8>ky","Cereal Shells With Cinnamon",2.1,68.94,85,59,"4",NA,NA,"","CZECH"
893,"4643004SK00000003034","kolieska kakaov<e9> cere<e1>lne","Cereal Cocoa Rings",2.1,78.91,84,66,"3","1",NA,"chocapic","CZECH"
895,"3462001SKM<8a>000003033","<9a>al<e1>t z <e8>ervenej repy / cvikly s chrenom","Beetroot Salad With Horseradish",15.2,11.07,64,7,"2","1",NA,"","CZECH"
896,"3462005SKM<8a>000003033","<9a>al<e1>t hl<e1>vkov<fd> s n<e1>levom","Pickled Cabbage Lettuce",15.1,10.66,45,5,"4",NA,NA,"","CZECH"
898,"3462007SKM<8a>000003033","<9a>al<e1>t z hl<e1>vkovej kapusty","Cabbage Salad",15.3,9.57,45,4,"4",NA,NA,"","CZECH"
899,"3462008SKM<8a>000003033","<9a>al<e1>t z hl<e1>vkovej kapusty s mrkvou","Cabbage Salad With Carrot",15.3,11.91,45,5,"4",NA,NA,"","CZECH"
902,"3462012SKM<8a>000003033","<9a>al<e1>t z <e8><ed>nskej kapusty s p<f3>rom","Chinese Cabbage Salad With Leek",15.3,6.63,45,3,"4",NA,NA,"","CZECH"
904,"3462015SKM<8a>000003033","<9a>al<e1>t z kyslej kapusty s mrkvou","Sauerkraut Salad With Carrot",15.3,9.06,45,4,"4",NA,NA,"","CZECH"
905,"3462016SKM<8a>000003033","<9a>al<e1>t z kyslej kapusty s jablkami","Sauerkraut Salad With Apples",15.3,8.2,45,4,"4",NA,NA,"","CZECH"
906,"3462013SKM<8a>000003033","<9a>al<e1>t z kyslej kapusty s kapiou","Sauerkraut Salad With Sweet Capsicum",15.3,7.62,45,3,"4",NA,NA,"","CZECH"
907,"3462019SKM<8a>000003033","<9a>al<e1>t mrkvov<fd> s citr<f3>nom","Carrot Salad With Lemon",15.3,14.59,45,7,"4",NA,NA,"","CZECH"
908,"3462025SKM<8a>000003033","<9a>al<e1>t raj<e8>inov<fd> / paradajkov<fd> s paprikou","Tomato Salad With Pepper",15.3,10.92,45,5,"4",NA,NA,"","CZECH"
909,"3462029SKM<8a>000003033","<9a>al<e1>t uhorkov<fd>","Cucumber Salad",15.3,11.08,45,5,"4",NA,NA,"","CZECH"
913,"3462037SKM<8a>000003033","<9a>al<e1>t zemiakov<fd> so zeleninou","Potato Salad With Vegetables",16.2,19.95,45,9,"4",NA,NA,"","CZECH"
916,"3110006SKM<8a>000003033","n<e1>tierka tvarohov<e1> s kapiou","Curds Spread With Sweet Capsicum",32.1,1.63,70,1,"5",NA,NA,"","CZECH"
917,"3110008SKM<8a>000003033","n<e1>tierka tvarohov<e1> so sardinkami","Curds Spread With Sardine",32.1,2.58,70,2,"5",NA,NA,"","CZECH"
919,"4950003SK00000003002","potravinov<e1> vl<e1>knina","Dietary Fibre",33.1,98,70,69,"5",NA,NA,"","CZECH"
